name,Mission,Priorite,DSO,BFR,Tresorerie,Creances_clients,Dettes_fournisseurs,Explication,forme_juridique
Client 167,Optimisation du recouvrement clients,Haute,181.3787300049856,20172034.0,-27309.0,24314103.0,4142069.0,DSO élevé et créances clients importantes.,
Client 167,Pilotage de la trésorerie,Haute,181.3787300049856,20172034.0,-27309.0,24314103.0,4142069.0,Trésorerie faible avec un besoin en fonds de roulement positif.,
Client 44,Accompagnement au pilotage financier,Moyenne,41.913463867373196,4802943.0,956910.0,4968144.0,165201.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 44,Diagnostic financier approfondi,Haute,41.913463867373196,4802943.0,956910.0,4968144.0,165201.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 44,Optimisation du BFR,Haute,41.913463867373196,4802943.0,956910.0,4968144.0,165201.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 44,Optimisation du recouvrement clients,Haute,41.913463867373196,4802943.0,956910.0,4968144.0,165201.0,DSO élevé et créances clients importantes.,
Client 155,Accompagnement au pilotage financier,Moyenne,34.264876239310915,6570930.0,9771537.0,9052811.0,2481881.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 155,Diagnostic financier approfondi,Haute,34.264876239310915,6570930.0,9771537.0,9052811.0,2481881.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 155,Optimisation du BFR,Haute,34.264876239310915,6570930.0,9771537.0,9052811.0,2481881.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 155,Optimisation du recouvrement clients,Haute,34.264876239310915,6570930.0,9771537.0,9052811.0,2481881.0,DSO élevé et créances clients importantes.,
Client 189,Accompagnement au pilotage financier,Moyenne,1.41336755414165,1986233.0,22000507.0,321463.0,-1664770.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 189,Optimisation du BFR,Haute,1.41336755414165,1986233.0,22000507.0,321463.0,-1664770.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 5,Pilotage de la trésorerie,Haute,26.77764425739739,272197.0,0.0,357634.0,85437.0,Trésorerie faible avec un besoin en fonds de roulement positif.,SARL
Client 1,Diagnostic financier approfondi,Haute,233.73731796116502,6018665.0,190292.0,6068205.0,49540.0,Plusieurs signaux financiers justifient une analyse approfondie.,EARL
Client 1,Optimisation du BFR,Haute,233.73731796116502,6018665.0,190292.0,6068205.0,49540.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,EARL
Client 1,Optimisation du recouvrement clients,Haute,233.73731796116502,6018665.0,190292.0,6068205.0,49540.0,DSO élevé et créances clients importantes.,EARL
Client 94,Diagnostic financier approfondi,Haute,78.47166414943607,1648460.0,4683205.0,1950000.0,301540.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 94,Optimisation du BFR,Haute,78.47166414943607,1648460.0,4683205.0,1950000.0,301540.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 94,Optimisation du recouvrement clients,Haute,78.47166414943607,1648460.0,4683205.0,1950000.0,301540.0,DSO élevé et créances clients importantes.,
Client 93,Diagnostic financier approfondi,Haute,67.93612364877654,-30885150.0,23421.0,5787800.0,36672950.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 93,Optimisation du recouvrement clients,Haute,67.93612364877654,-30885150.0,23421.0,5787800.0,36672950.0,DSO élevé et créances clients importantes.,
Client 92,Accompagnement au pilotage financier,Moyenne,42.04806302342264,4989206.0,21248649.0,16572789.0,11583583.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 92,Diagnostic financier approfondi,Haute,42.04806302342264,4989206.0,21248649.0,16572789.0,11583583.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 92,Optimisation du BFR,Haute,42.04806302342264,4989206.0,21248649.0,16572789.0,11583583.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 92,Optimisation du recouvrement clients,Haute,42.04806302342264,4989206.0,21248649.0,16572789.0,11583583.0,DSO élevé et créances clients importantes.,
Client 302,Diagnostic financier approfondi,Haute,208.64236029230872,6391798.0,8151907.0,6726684.0,334886.0,Plusieurs signaux financiers justifient une analyse approfondie.,SCV
Client 302,Optimisation du BFR,Haute,208.64236029230872,6391798.0,8151907.0,6726684.0,334886.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,SCV
Client 302,Optimisation du recouvrement clients,Haute,208.64236029230872,6391798.0,8151907.0,6726684.0,334886.0,DSO élevé et créances clients importantes.,SCV
Client 61,Diagnostic financier approfondi,Haute,34.955645825665286,552219.0,4765880.0,1262465.0,710246.0,Plusieurs signaux financiers justifient une analyse approfondie.,SA
Client 61,Optimisation du BFR,Haute,34.955645825665286,552219.0,4765880.0,1262465.0,710246.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,SA
Client 61,Optimisation du recouvrement clients,Haute,34.955645825665286,552219.0,4765880.0,1262465.0,710246.0,DSO élevé et créances clients importantes.,SA
Client 103,Optimisation de la structure financière,Moyenne,-4.077890127747935,-757423.0,14572508.0,-198000.0,559423.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",
Client 259,Diagnostic financier approfondi,Haute,14.527537239589574,497300.0,-484424.0,881988.0,384688.0,Plusieurs signaux financiers justifient une analyse approfondie.,IND
Client 259,Optimisation du BFR,Haute,14.527537239589574,497300.0,-484424.0,881988.0,384688.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,IND
Client 259,Pilotage de la trésorerie,Haute,14.527537239589574,497300.0,-484424.0,881988.0,384688.0,Trésorerie faible avec un besoin en fonds de roulement positif.,IND
Client 163,Accompagnement au pilotage financier,Moyenne,1.174626710389812,479080.0,20872513.0,259800.0,-219280.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 163,Optimisation du BFR,Haute,1.174626710389812,479080.0,20872513.0,259800.0,-219280.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 243,Accompagnement au pilotage financier,Moyenne,56.94146647727747,24111946.0,20053644.0,20326380.0,-3785566.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,IND
Client 243,Diagnostic financier approfondi,Haute,56.94146647727747,24111946.0,20053644.0,20326380.0,-3785566.0,Plusieurs signaux financiers justifient une analyse approfondie.,IND
Client 243,Optimisation du BFR,Haute,56.94146647727747,24111946.0,20053644.0,20326380.0,-3785566.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,IND
Client 243,Optimisation du recouvrement clients,Haute,56.94146647727747,24111946.0,20053644.0,20326380.0,-3785566.0,DSO élevé et créances clients importantes.,IND
Client 104,Optimisation du recouvrement clients,Haute,387.4333059342762,-1588407.0,408706.0,2125578.0,3713985.0,DSO élevé et créances clients importantes.,
Client 294,Optimisation de la structure financière,Moyenne,0.0,0.0,15764195.0,0.0,0.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",IND
Client 307,Diagnostic financier approfondi,Haute,64.67590520307431,1875602.0,4810211.0,4289586.0,2413984.0,Plusieurs signaux financiers justifient une analyse approfondie.,SCV
Client 307,Optimisation du BFR,Haute,64.67590520307431,1875602.0,4810211.0,4289586.0,2413984.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,SCV
Client 307,Optimisation du recouvrement clients,Haute,64.67590520307431,1875602.0,4810211.0,4289586.0,2413984.0,DSO élevé et créances clients importantes.,SCV
Client 271,Pilotage de la trésorerie,Haute,-10.048720303613486,10754.0,-25766.0,-17896.0,-28650.0,Trésorerie faible avec un besoin en fonds de roulement positif.,IND
Client 119,Diagnostic financier approfondi,Haute,34.95528464229773,1270259.0,542016.0,1488401.0,218142.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 119,Optimisation du BFR,Haute,34.95528464229773,1270259.0,542016.0,1488401.0,218142.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 119,Optimisation du recouvrement clients,Haute,34.95528464229773,1270259.0,542016.0,1488401.0,218142.0,DSO élevé et créances clients importantes.,
Client 29,Optimisation de la structure financière,Moyenne,0.0,0.0,10962003.0,0.0,0.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",
Client 87,Accompagnement au pilotage financier,Moyenne,16.240653789780186,2387700.0,69030637.0,4694400.0,2306700.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 87,Optimisation du BFR,Haute,16.240653789780186,2387700.0,69030637.0,4694400.0,2306700.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 3,Accompagnement au pilotage financier,Moyenne,63.316964914862474,-158687654.0,27331893.0,45985562.0,204673216.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 3,Optimisation du recouvrement clients,Haute,63.316964914862474,-158687654.0,27331893.0,45985562.0,204673216.0,DSO élevé et créances clients importantes.,
Client 254,Accompagnement au pilotage financier,Moyenne,31.160425748660796,4370589.0,2850513.0,4024408.0,-346181.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,IND
Client 254,Diagnostic financier approfondi,Haute,31.160425748660796,4370589.0,2850513.0,4024408.0,-346181.0,Plusieurs signaux financiers justifient une analyse approfondie.,IND
Client 254,Optimisation du BFR,Haute,31.160425748660796,4370589.0,2850513.0,4024408.0,-346181.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,IND
Client 254,Optimisation du recouvrement clients,Haute,31.160425748660796,4370589.0,2850513.0,4024408.0,-346181.0,DSO élevé et créances clients importantes.,IND
Client 113,Accompagnement au pilotage financier,Moyenne,106.9331854828915,104308131.0,-3763280.0,124227680.0,19919549.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 113,Diagnostic financier approfondi,Haute,106.9331854828915,104308131.0,-3763280.0,124227680.0,19919549.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 113,Optimisation du BFR,Haute,106.9331854828915,104308131.0,-3763280.0,124227680.0,19919549.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 113,Optimisation du recouvrement clients,Haute,106.9331854828915,104308131.0,-3763280.0,124227680.0,19919549.0,DSO élevé et créances clients importantes.,
Client 113,Pilotage de la trésorerie,Haute,106.9331854828915,104308131.0,-3763280.0,124227680.0,19919549.0,Trésorerie faible avec un besoin en fonds de roulement positif.,
Client 185,Diagnostic financier approfondi,Haute,43.53935149843784,1075023.0,158636.0,1675903.0,600880.0,Plusieurs signaux financiers justifient une analyse approfondie.,ASS
Client 185,Optimisation du BFR,Haute,43.53935149843784,1075023.0,158636.0,1675903.0,600880.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,ASS
Client 185,Optimisation du recouvrement clients,Haute,43.53935149843784,1075023.0,158636.0,1675903.0,600880.0,DSO élevé et créances clients importantes.,ASS
Client 50,Optimisation de la structure financière,Moyenne,0.0,-2046195.0,68179961.0,0.0,2046195.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",EURL
Client 138,Accompagnement au pilotage financier,Moyenne,92.76921819861346,6096677.0,7588983.0,59690433.0,53593756.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 138,Diagnostic financier approfondi,Haute,92.76921819861346,6096677.0,7588983.0,59690433.0,53593756.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 138,Optimisation du BFR,Haute,92.76921819861346,6096677.0,7588983.0,59690433.0,53593756.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 138,Optimisation du recouvrement clients,Haute,92.76921819861346,6096677.0,7588983.0,59690433.0,53593756.0,DSO élevé et créances clients importantes.,
Client 43,Diagnostic financier approfondi,Haute,78.70871364495237,2636864.0,-1034125.0,3050086.0,413222.0,Plusieurs signaux financiers justifient une analyse approfondie.,SA
Client 43,Optimisation du BFR,Haute,78.70871364495237,2636864.0,-1034125.0,3050086.0,413222.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,SA
Client 43,Optimisation du recouvrement clients,Haute,78.70871364495237,2636864.0,-1034125.0,3050086.0,413222.0,DSO élevé et créances clients importantes.,SA
Client 43,Pilotage de la trésorerie,Haute,78.70871364495237,2636864.0,-1034125.0,3050086.0,413222.0,Trésorerie faible avec un besoin en fonds de roulement positif.,SA
Client 149,Optimisation du recouvrement clients,Haute,40.519158741609,-13925.0,6028573.0,1409636.0,1423561.0,DSO élevé et créances clients importantes.,
Client 28,Accompagnement au pilotage financier,Moyenne,34.63976932304855,1855046.0,169807773.0,5040845.0,3185799.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 28,Diagnostic financier approfondi,Haute,34.63976932304855,1855046.0,169807773.0,5040845.0,3185799.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 28,Optimisation du BFR,Haute,34.63976932304855,1855046.0,169807773.0,5040845.0,3185799.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 28,Optimisation du recouvrement clients,Haute,34.63976932304855,1855046.0,169807773.0,5040845.0,3185799.0,DSO élevé et créances clients importantes.,
Client 166,Diagnostic financier approfondi,Haute,72.2812732502171,3582491.0,2685441.0,3630000.0,47509.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 166,Optimisation du BFR,Haute,72.2812732502171,3582491.0,2685441.0,3630000.0,47509.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 166,Optimisation du recouvrement clients,Haute,72.2812732502171,3582491.0,2685441.0,3630000.0,47509.0,DSO élevé et créances clients importantes.,
